         #_time (fs)    site                 |m|                 m%x                 m%y                 m%z
      8.40000000E-03       1      1.00000000E+00     -3.72127142E-02      7.87727522E-01      6.14898825E-01
      8.40000000E-03       2      1.00000000E+00      3.72127142E-02     -7.87727522E-01      6.14898825E-01
      8.50000000E-03       1      1.00000000E+00     -4.51534200E-02      7.86968550E-01      6.15338663E-01
      8.50000000E-03       2      1.00000000E+00      4.51534200E-02     -7.86968550E-01      6.15338663E-01
      8.60000000E-03       1      1.00000000E+00     -5.30882630E-02      7.86128842E-01      6.15778434E-01
      8.60000000E-03       2      1.00000000E+00      5.30882630E-02     -7.86128842E-01      6.15778434E-01
      8.70000000E-03       1      1.00000000E+00     -6.10164063E-02      7.85208384E-01      6.16218136E-01
      8.70000000E-03       2      1.00000000E+00      6.10164063E-02     -7.85208384E-01      6.16218136E-01
      8.80000000E-03       1      1.00000000E+00     -6.89370116E-02      7.84207169E-01      6.16657769E-01
      8.80000000E-03       2      1.00000000E+00      6.89370116E-02     -7.84207169E-01      6.16657769E-01
      8.90000000E-03       1      1.00000000E+00     -7.68492388E-02      7.83125199E-01      6.17097332E-01
      8.90000000E-03       2      1.00000000E+00      7.68492388E-02     -7.83125199E-01      6.17097332E-01
      9.00000000E-03       1      1.00000000E+00     -8.47522468E-02      7.81962485E-01      6.17536824E-01
      9.00000000E-03       2      1.00000000E+00      8.47522468E-02     -7.81962485E-01      6.17536824E-01
      9.10000000E-03       1      1.00000000E+00     -9.26451932E-02      7.80719047E-01      6.17976243E-01
      9.10000000E-03       2      1.00000000E+00      9.26451932E-02     -7.80719047E-01      6.17976243E-01
      9.20000000E-03       1      1.00000000E+00     -1.00527234E-01      7.79394914E-01      6.18415590E-01
      9.20000000E-03       2      1.00000000E+00      1.00527234E-01     -7.79394914E-01      6.18415590E-01
      9.30000000E-03       1      1.00000000E+00     -1.08397526E-01      7.77990124E-01      6.18854864E-01
      9.30000000E-03       2      1.00000000E+00      1.08397526E-01     -7.77990124E-01      6.18854864E-01
      9.40000000E-03       1      1.00000000E+00     -1.16255222E-01      7.76504724E-01      6.19294064E-01
      9.40000000E-03       2      1.00000000E+00      1.16255222E-01     -7.76504724E-01      6.19294064E-01
      9.50000000E-03       1      1.00000000E+00     -1.24099477E-01      7.74938769E-01      6.19733188E-01
      9.50000000E-03       2      1.00000000E+00      1.24099477E-01     -7.74938769E-01      6.19733188E-01
      9.60000000E-03       1      1.00000000E+00     -1.31929443E-01      7.73292325E-01      6.20172236E-01
      9.60000000E-03       2      1.00000000E+00      1.31929443E-01     -7.73292325E-01      6.20172236E-01
      9.70000000E-03       1      1.00000000E+00     -1.39744273E-01      7.71565465E-01      6.20611208E-01
      9.70000000E-03       2      1.00000000E+00      1.39744273E-01     -7.71565465E-01      6.20611208E-01
      9.80000000E-03       1      1.00000000E+00     -1.47543117E-01      7.69758273E-01      6.21050102E-01
      9.80000000E-03       2      1.00000000E+00      1.47543117E-01     -7.69758273E-01      6.21050102E-01
      9.90000000E-03       1      1.00000000E+00     -1.55325128E-01      7.67870842E-01      6.21488918E-01
      9.90000000E-03       2      1.00000000E+00      1.55325128E-01     -7.67870842E-01      6.21488918E-01
      1.00000000E-02       1      1.00000000E+00     -1.63089457E-01      7.65903272E-01      6.21927655E-01
      1.00000000E-02       2      1.00000000E+00      1.63089457E-01     -7.65903272E-01      6.21927655E-01
      1.01000000E-02       1      1.00000000E+00     -1.70835253E-01      7.63855674E-01      6.22366312E-01
      1.01000000E-02       2      1.00000000E+00      1.70835253E-01     -7.63855674E-01      6.22366312E-01
      1.02000000E-02       1      1.00000000E+00     -1.78561668E-01      7.61728169E-01      6.22804888E-01
      1.02000000E-02       2      1.00000000E+00      1.78561668E-01     -7.61728169E-01      6.22804888E-01
      1.03000000E-02       1      1.00000000E+00     -1.86267851E-01      7.59520885E-01      6.23243382E-01
      1.03000000E-02       2      1.00000000E+00      1.86267851E-01     -7.59520885E-01      6.23243382E-01
      1.04000000E-02       1      1.00000000E+00     -1.93952954E-01      7.57233961E-01      6.23681794E-01
      1.04000000E-02       2      1.00000000E+00      1.93952954E-01     -7.57233961E-01      6.23681794E-01
      1.05000000E-02       1      1.00000000E+00     -2.01616126E-01      7.54867544E-01      6.24120123E-01
      1.05000000E-02       2      1.00000000E+00      2.01616126E-01     -7.54867544E-01      6.24120123E-01
      1.06000000E-02       1      1.00000000E+00     -2.09256520E-01      7.52421793E-01      6.24558368E-01
      1.06000000E-02       2      1.00000000E+00      2.09256520E-01     -7.52421793E-01      6.24558368E-01
      1.07000000E-02       1      1.00000000E+00     -2.16873285E-01      7.49896872E-01      6.24996528E-01
      1.07000000E-02       2      1.00000000E+00      2.16873285E-01     -7.49896872E-01      6.24996528E-01
      1.08000000E-02       1      1.00000000E+00     -2.24465573E-01      7.47292958E-01      6.25434602E-01
      1.08000000E-02       2      1.00000000E+00      2.24465573E-01     -7.47292958E-01      6.25434602E-01
      1.09000000E-02       1      1.00000000E+00     -2.32032538E-01      7.44610235E-01      6.25872590E-01
      1.09000000E-02       2      1.00000000E+00      2.32032538E-01     -7.44610235E-01      6.25872590E-01
      1.10000000E-02       1      1.00000000E+00     -2.39573331E-01      7.41848898E-01      6.26310491E-01
      1.10000000E-02       2      1.00000000E+00      2.39573331E-01     -7.41848898E-01      6.26310491E-01
      1.11000000E-02       1      1.00000000E+00     -2.47087106E-01      7.39009151E-01      6.26748304E-01
      1.11000000E-02       2      1.00000000E+00      2.47087106E-01     -7.39009151E-01      6.26748304E-01
      1.12000000E-02       1      1.00000000E+00     -2.54573018E-01      7.36091207E-01      6.27186028E-01
      1.12000000E-02       2      1.00000000E+00      2.54573018E-01     -7.36091207E-01      6.27186028E-01
      1.13000000E-02       1      1.00000000E+00     -2.62030223E-01      7.33095288E-01      6.27623662E-01
      1.13000000E-02       2      1.00000000E+00      2.62030223E-01     -7.33095288E-01      6.27623662E-01
      1.14000000E-02       1      1.00000000E+00     -2.69457877E-01      7.30021626E-01      6.28061205E-01
      1.14000000E-02       2      1.00000000E+00      2.69457877E-01     -7.30021626E-01      6.28061205E-01
      1.15000000E-02       1      1.00000000E+00     -2.76855137E-01      7.26870463E-01      6.28498658E-01
      1.15000000E-02       2      1.00000000E+00      2.76855137E-01     -7.26870463E-01      6.28498658E-01
      1.16000000E-02       1      1.00000000E+00     -2.84221164E-01      7.23642049E-01      6.28936018E-01
      1.16000000E-02       2      1.00000000E+00      2.84221164E-01     -7.23642049E-01      6.28936018E-01
      1.17000000E-02       1      1.00000000E+00     -2.91555117E-01      7.20336645E-01      6.29373285E-01
      1.17000000E-02       2      1.00000000E+00      2.91555117E-01     -7.20336645E-01      6.29373285E-01
      1.18000000E-02       1      1.00000000E+00     -2.98856158E-01      7.16954519E-01      6.29810459E-01
      1.18000000E-02       2      1.00000000E+00      2.98856158E-01     -7.16954519E-01      6.29810459E-01
      1.19000000E-02       1      1.00000000E+00     -3.06123451E-01      7.13495952E-01      6.30247538E-01
      1.19000000E-02       2      1.00000000E+00      3.06123451E-01     -7.13495952E-01      6.30247538E-01
      1.20000000E-02       1      1.00000000E+00     -3.13356162E-01      7.09961231E-01      6.30684522E-01
      1.20000000E-02       2      1.00000000E+00      3.13356162E-01     -7.09961231E-01      6.30684522E-01
      1.21000000E-02       1      1.00000000E+00     -3.20553457E-01      7.06350655E-01      6.31121409E-01
      1.21000000E-02       2      1.00000000E+00      3.20553457E-01     -7.06350655E-01      6.31121409E-01
      1.22000000E-02       1      1.00000000E+00     -3.27714506E-01      7.02664531E-01      6.31558200E-01
      1.22000000E-02       2      1.00000000E+00      3.27714506E-01     -7.02664531E-01      6.31558200E-01
      1.23000000E-02       1      1.00000000E+00     -3.34838480E-01      6.98903175E-01      6.31994893E-01
      1.23000000E-02       2      1.00000000E+00      3.34838480E-01     -6.98903175E-01      6.31994893E-01
      1.24000000E-02       1      1.00000000E+00     -3.41924553E-01      6.95066914E-01      6.32431487E-01
      1.24000000E-02       2      1.00000000E+00      3.41924553E-01     -6.95066914E-01      6.32431487E-01
      1.25000000E-02       1      1.00000000E+00     -3.48971899E-01      6.91156083E-01      6.32867982E-01
      1.25000000E-02       2      1.00000000E+00      3.48971899E-01     -6.91156083E-01      6.32867982E-01
      1.26000000E-02       1      1.00000000E+00     -3.55979697E-01      6.87171028E-01      6.33304376E-01
      1.26000000E-02       2      1.00000000E+00      3.55979697E-01     -6.87171028E-01      6.33304376E-01
      1.27000000E-02       1      1.00000000E+00     -3.62947128E-01      6.83112103E-01      6.33740670E-01
      1.27000000E-02       2      1.00000000E+00      3.62947128E-01     -6.83112103E-01      6.33740670E-01
      1.28000000E-02       1      1.00000000E+00     -3.69873375E-01      6.78979672E-01      6.34176861E-01
      1.28000000E-02       2      1.00000000E+00      3.69873375E-01     -6.78979672E-01      6.34176861E-01
      1.29000000E-02       1      1.00000000E+00     -3.76757623E-01      6.74774108E-01      6.34612951E-01
      1.29000000E-02       2      1.00000000E+00      3.76757623E-01     -6.74774108E-01      6.34612951E-01
      1.30000000E-02       1      1.00000000E+00     -3.83599061E-01      6.70495793E-01      6.35048936E-01
      1.30000000E-02       2      1.00000000E+00      3.83599061E-01     -6.70495793E-01      6.35048936E-01
      1.31000000E-02       1      1.00000000E+00     -3.90396881E-01      6.66145120E-01      6.35484818E-01
      1.31000000E-02       2      1.00000000E+00      3.90396881E-01     -6.66145120E-01      6.35484818E-01
      1.32000000E-02       1      1.00000000E+00     -3.97150278E-01      6.61722491E-01      6.35920594E-01
      1.32000000E-02       2      1.00000000E+00      3.97150278E-01     -6.61722491E-01      6.35920594E-01
      1.33000000E-02       1      1.00000000E+00     -4.03858448E-01      6.57228315E-01      6.36356265E-01
      1.33000000E-02       2      1.00000000E+00      4.03858448E-01     -6.57228315E-01      6.36356265E-01
      1.34000000E-02       1      1.00000000E+00     -4.10520594E-01      6.52663013E-01      6.36791828E-01
      1.34000000E-02       2      1.00000000E+00      4.10520594E-01     -6.52663013E-01      6.36791828E-01
      1.35000000E-02       1      1.00000000E+00     -4.17135920E-01      6.48027015E-01      6.37227285E-01
      1.35000000E-02       2      1.00000000E+00      4.17135920E-01     -6.48027015E-01      6.37227285E-01
      1.36000000E-02       1      1.00000000E+00     -4.23703633E-01      6.43320758E-01      6.37662633E-01
      1.36000000E-02       2      1.00000000E+00      4.23703633E-01     -6.43320758E-01      6.37662633E-01
      1.37000000E-02       1      1.00000000E+00     -4.30222945E-01      6.38544692E-01      6.38097872E-01
      1.37000000E-02       2      1.00000000E+00      4.30222945E-01     -6.38544692E-01      6.38097872E-01
      1.38000000E-02       1      1.00000000E+00     -4.36693072E-01      6.33699272E-01      6.38533001E-01
      1.38000000E-02       2      1.00000000E+00      4.36693072E-01     -6.33699272E-01      6.38533001E-01
      1.39000000E-02       1      1.00000000E+00     -4.43113232E-01      6.28784966E-01      6.38968019E-01
      1.39000000E-02       2      1.00000000E+00      4.43113232E-01     -6.28784966E-01      6.38968019E-01
      1.40000000E-02       1      1.00000000E+00     -4.49482649E-01      6.23802250E-01      6.39402926E-01
      1.40000000E-02       2      1.00000000E+00      4.49482649E-01     -6.23802250E-01      6.39402926E-01
      1.41000000E-02       1      1.00000000E+00     -4.55800549E-01      6.18751607E-01      6.39837720E-01
      1.41000000E-02       2      1.00000000E+00      4.55800549E-01     -6.18751607E-01      6.39837720E-01
